gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3455122527	67d3bce7-cf89-49d4-bacb-4e5c32bd8eca	UNALMED:MEFLG:47883	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	La Heliodora	Antioquia	PRESENT	1	eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	6.160338	-75.588479			1591.0				2019-07-01	1	7	2019	1345654		PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	MEFLG	47883		Londoño-Carvajal	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia, sede Medellín	MONITORIA MEFLG			2025-11-25T14:21:21.840Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3455122526	67d3bce7-cf89-49d4-bacb-4e5c32bd8eca	UNALMED:MEFLG:47884	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	La Heliodora	Antioquia	PRESENT	1	eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	6.160338	-75.588479			1591.0				2019-07-01	1	7	2019	1345654		PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	MEFLG	47884		Bedolla-Cochet	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia, sede Medellín	MONITORIA MEFLG			2025-11-25T14:21:21.838Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3455122524	67d3bce7-cf89-49d4-bacb-4e5c32bd8eca	UNALMED:MEFLG:47885	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	La Heliodora	Antioquia	PRESENT	1	eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	6.160338	-75.588479			1591.0				2019-07-01	1	7	2019	1345654		PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	MEFLG	47885		Londoño-Carvajal	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia, sede Medellín	MONITORIA MEFLG			2025-11-25T14:21:21.838Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3455122516	67d3bce7-cf89-49d4-bacb-4e5c32bd8eca	UNALMED:MEFLG:47886	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	La Heliodora	Antioquia	PRESENT	1	eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	6.160338	-75.588479			1591.0				2019-07-01	1	7	2019	1345654		PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	MEFLG	47886		Bedolla-Cochet	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia, sede Medellín	MONITORIA MEFLG			2025-11-25T14:21:21.838Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3349139131	d8cd16ba-bb74-4420-821e-083f2bac17c2	MN346118	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona limae		SPECIES	Scaptotrigona limae (Brèthes, 1920)	Scaptotrigona limae		CO	Tolima, Armero		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									1977-01-30	30	1	1977	1345664	1345664	PRESERVED_SPECIMEN			USNM:ENT:01453813		USNM Curators		CC_BY_4_0		Peyton, Suarez			2025-12-20T12:40:24.785Z		TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND
2986795341	821cc27a-e3bb-4bc5-ac34-89ada245069d	http://n2t.net/ark:/65665/36179c5f5-02d4-437c-882a-15d707e6930f	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona limae		SPECIES	Scaptotrigona limae (Brèthes, 1920)	Scaptotrigona limae	Bréthes	CO	Armero	Tolima	PRESENT	1	bc092ff0-02e4-11dc-991f-b8a03c50a862									1977-01-26/1977-01-30		1	1977	1345664	1345664	PRESERVED_SPECIMEN	USNM	ENT	USNMENT01453813				CC0_1_0		Peyton & Suarez			2026-01-02T12:40:00.894Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2804546461	e4d3fc77-1d94-495b-96ff-3fe8b8f7a3bd	138cf146-47ce-11e3-935e-0026552be7ea	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona limae		SPECIES	Scaptotrigona limae (Brèthes, 1920)	Scaptotrigona limae Br�thes, 1920		CO	San Martin	Meta	PRESENT	1	ccd1ddc0-6c21-11de-8224-b8a03c50a862	3.7	-73.7			419.0								1345664	1345664	PRESERVED_SPECIMEN	AMNH		AMNH_BEE 00267824				CC_BY_4_0	American Museum of Natural History	Monccuta			2025-11-25T14:05:40.959Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;TAXON_ID_NOT_FOUND
2804544502	e4d3fc77-1d94-495b-96ff-3fe8b8f7a3bd	19d97592-47ce-11e3-935e-0026552be7ea	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona limae		SPECIES	Scaptotrigona limae (Brèthes, 1920)	Scaptotrigona limae Br�thes, 1920		CO	San Martin	Meta	PRESENT	1	ccd1ddc0-6c21-11de-8224-b8a03c50a862	3.7	-73.7			419.0								1345664	1345664	PRESERVED_SPECIMEN	AMNH		AMNH_BEE 00267825				CC_BY_4_0	American Museum of Natural History	Monccuta			2025-11-25T14:05:41.254Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;TAXON_ID_NOT_FOUND
2284493463	0b0bf08e-ab89-4643-ab2f-371f7ed5da2e	CBUMAG:ENT:08615	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Finca Avilé	Magdalena	PRESENT	1	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	11.17748	-74.207961			14.0				2015-04-14	14	4	2015	1345654		PRESERVED_SPECIMEN	Universidad del Magdalena (UniMagdalena)	CBUMAG:ENT	CBUMAG:ENT:08615		Bolaño, E.;Cerpa, J.	2017-05-26T00:00:00	CC0_1_0		Bolaño, E.;Cerpa, J.			2025-11-10T12:36:33.148Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2284493435	0b0bf08e-ab89-4643-ab2f-371f7ed5da2e	CBUMAG:ENT:08619	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Finca Avilé	Magdalena	PRESENT	1	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	11.17748	-74.207961			14.0				2015-04-14	14	4	2015	1345654		PRESERVED_SPECIMEN	Universidad del Magdalena (UniMagdalena)	CBUMAG:ENT	CBUMAG:ENT:08619		Bolaño, E.;Cerpa, J.	2017-05-26T00:00:00	CC0_1_0		Bolaño, E.;Cerpa, J.			2025-11-10T12:36:33.148Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2284493386	0b0bf08e-ab89-4643-ab2f-371f7ed5da2e	CBUMAG:ENT:08616	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Finca Avilé	Magdalena	PRESENT	1	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	11.17748	-74.207961			14.0				2015-04-14	14	4	2015	1345654		PRESERVED_SPECIMEN	Universidad del Magdalena (UniMagdalena)	CBUMAG:ENT	CBUMAG:ENT:08616		Bolaño, E.;Cerpa, J.	2017-05-26T00:00:00	CC0_1_0		Bolaño, E.;Cerpa, J.			2025-11-10T12:36:33.150Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2284493350	0b0bf08e-ab89-4643-ab2f-371f7ed5da2e	CBUMAG:ENT:08617	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Finca Avilé	Magdalena	PRESENT	1	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	11.17748	-74.207961			14.0				2015-04-14	14	4	2015	1345654		PRESERVED_SPECIMEN	Universidad del Magdalena (UniMagdalena)	CBUMAG:ENT	CBUMAG:ENT:08617		Bolaño, E.;Cerpa, J.	2017-05-26T00:00:00	CC0_1_0		Bolaño, E.;Cerpa, J.			2025-11-10T12:36:33.148Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2284493288	0b0bf08e-ab89-4643-ab2f-371f7ed5da2e	CBUMAG:ENT:08618	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Finca Avilé	Magdalena	PRESENT	1	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	11.17748	-74.207961			14.0				2015-04-14	14	4	2015	1345654		PRESERVED_SPECIMEN	Universidad del Magdalena (UniMagdalena)	CBUMAG:ENT	CBUMAG:ENT:08618		Bolaño, E.;Cerpa, J.	2017-05-26T00:00:00	CC0_1_0		Bolaño, E.;Cerpa, J.			2025-11-10T12:36:33.148Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2284493193	0b0bf08e-ab89-4643-ab2f-371f7ed5da2e	CBUMAG:ENT:07295	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Pozo Azul	Magdalena	PRESENT	1	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	11.118261	-74.102222			770.0				2012-05-16	16	5	2012	1345654		PRESERVED_SPECIMEN	Universidad del Magdalena (UniMagdalena)	CBUMAG:ENT	CBUMAG:ENT:07295		Allan H. Smith-Pardo	2015-04-23T00:00:00	CC0_1_0		Sepúlveda-Cano, P.A.			2025-11-10T12:36:32.345Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2284493192	0b0bf08e-ab89-4643-ab2f-371f7ed5da2e	CBUMAG:ENT:07296	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Pozo Azul	Magdalena	PRESENT	1	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	11.118261	-74.102222			770.0				2012-05-16	16	5	2012	1345654		PRESERVED_SPECIMEN	Universidad del Magdalena (UniMagdalena)	CBUMAG:ENT	CBUMAG:ENT:07296		Allan H. Smith-Pardo	2015-04-23T00:00:00	CC0_1_0		Sepúlveda-Cano, P.A.			2025-11-10T12:36:32.345Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
2284492988	0b0bf08e-ab89-4643-ab2f-371f7ed5da2e	CBUMAG:ENT:04362	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Pozo Azul	Magdalena	PRESENT	1	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	11.118261	-74.102222			770.0				2013-04-03	3	4	2013	1345654		PRESERVED_SPECIMEN	Universidad del Magdalena (UniMagdalena)	CBUMAG:ENT	CBUMAG:ENT:04362		Allan H. Smith-Pardo	2015-04-23T00:00:00	CC0_1_0		Becerra-Gomez, L.F			2025-11-10T12:36:32.862Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1571544407	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:2658	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Vereda El Espinal, Universidad Nacional, finca Cotove	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	6.53093	-75.82893	483.0		499.0	0.0			2006-07-12	12	7	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	2658				CC_BY_4_0		A Vélez			2025-11-07T12:12:44.713Z		INSTITUTION_MATCH_FUZZY
1571544399	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:2673	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Vereda El Espinal, Universidad Nacional, finca Cotove	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	6.53093	-75.82893	483.0		499.0	0.0			2006-07-12	12	7	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	2673				CC_BY_4_0		A Vélez			2025-11-07T12:12:44.650Z		INSTITUTION_MATCH_FUZZY
1571544386	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:2651	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Vereda El Espinal, Universidad Nacional, finca Cotove	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	6.53093	-75.82893	483.0		499.0	0.0			2006-07-12	12	7	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	2651				CC_BY_4_0		A Vélez			2025-11-07T12:12:44.713Z		INSTITUTION_MATCH_FUZZY
1571544379	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:2640	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Vereda El Espinal, Universidad Nacional, finca Cotove	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	6.53093	-75.82893	483.0		499.0	0.0			2006-07-12	12	7	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	2640				CC_BY_4_0		A Vélez			2025-11-07T12:12:44.716Z		INSTITUTION_MATCH_FUZZY
1571544378	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:2617	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Vereda El Espinal, Universidad Nacional, finca Cotove	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	6.53093	-75.82893	483.0		499.0	0.0			2006-07-12	12	7	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	2617				CC_BY_4_0		A Vélez			2025-11-07T12:12:44.704Z		INSTITUTION_MATCH_FUZZY
1571544376	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:2660	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Vereda El Espinal, Universidad Nacional, finca Cotove	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	6.53093	-75.82893	483.0		499.0	0.0			2006-07-12	12	7	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	2660				CC_BY_4_0		A Vélez			2025-11-07T12:12:44.712Z		INSTITUTION_MATCH_FUZZY
1571544360	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:2646	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Vereda El Espinal, Universidad Nacional, finca Cotove	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	6.53093	-75.82893	483.0		499.0	0.0			2006-07-12	12	7	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	2646				CC_BY_4_0		A Vélez			2025-11-07T12:12:44.715Z		INSTITUTION_MATCH_FUZZY
1571544334	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:2612	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Vereda El Espinal, Universidad Nacional, finca Cotove	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	6.53093	-75.82893	483.0		499.0	0.0			2006-07-12	12	7	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	2612				CC_BY_4_0		A Vélez			2025-11-07T12:12:44.704Z		INSTITUTION_MATCH_FUZZY
1571538072	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:10813	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Hacienda La Candelaria - Universidad de Antioquia	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	8.030222	-75.217439	1083.0		65.0	0.0			2006-09-01/2006-09-03		9	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	10813				CC_BY_4_0		A Vélez			2025-11-07T12:12:42.334Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY
1571538066	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:10810	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Hacienda La Candelaria - Universidad de Antioquia	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	8.030222	-75.217439	1083.0		65.0	0.0			2006-09-01/2006-09-03		9	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	10810				CC_BY_4_0		A Vélez			2025-11-07T12:12:42.334Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY
1571538063	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:10812	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Hacienda La Candelaria - Universidad de Antioquia	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	8.030222	-75.217439	1083.0		65.0	0.0			2006-09-01/2006-09-03		9	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	10812				CC_BY_4_0		A Vélez			2025-11-07T12:12:42.334Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY
1571538061	ee9eb6e3-f770-4af9-962a-625a7235a449	COMFENALCO:MEPB:10811	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona			GENUS	Scaptotrigona Moure, 1942	Scaptotrigona	Moure, 1942	CO	Hacienda La Candelaria - Universidad de Antioquia	Antioquia	PRESENT		0c0c7309-6a47-4760-9f5c-a48f6d354f75	8.030222	-75.217439	1083.0		65.0	0.0			2006-09-01/2006-09-03		9	2006	1345654		PRESERVED_SPECIMEN	Comfenalco	MEPB	10811				CC_BY_4_0		A Vélez			2025-11-07T12:12:42.334Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY
1570698535	f3053f73-094c-4db7-9273-58978ecf5d77	UQUINDÍO:CIUQ:8940	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona barrocoloradensis		SPECIES	Scaptotrigona barrocoloradensis (Schwarz, 1951)	Scaptotrigona barrocoloradensis	(Schwarz, 1951)	CO	Barrio El Nogal, Calle 17N - Carrera 11	Quindío	PRESENT		bc709e2f-6eb4-4cbe-a295-e12eed0679f2	4.555294	-75.654469	501.0		1550.0	0.0			2015-06-14	14	6	2015	1345668	1345668	PRESERVED_SPECIMEN	Universidad del Quindío (UniQuindío)	CIUQ	8940		VásquezLenis		CC_BY_4_0		E Vásquez-Lenis			2025-11-10T13:29:40.724Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY
1570698526	f3053f73-094c-4db7-9273-58978ecf5d77	UQUINDÍO:CIUQ:8938	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona barrocoloradensis		SPECIES	Scaptotrigona barrocoloradensis (Schwarz, 1951)	Scaptotrigona barrocoloradensis	(Schwarz, 1951)	CO	Barrio El Nogal, Calle 17N - Carrera 11	Quindío	PRESENT		bc709e2f-6eb4-4cbe-a295-e12eed0679f2	4.555294	-75.654469	501.0		1550.0	0.0			2015-06-14	14	6	2015	1345668	1345668	PRESERVED_SPECIMEN	Universidad del Quindío (UniQuindío)	CIUQ	8938		VásquezLenis		CC_BY_4_0		E Vásquez-Lenis			2025-11-10T13:29:40.697Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY
1570698525	f3053f73-094c-4db7-9273-58978ecf5d77	UQUINDÍO:CIUQ:8939	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona barrocoloradensis		SPECIES	Scaptotrigona barrocoloradensis (Schwarz, 1951)	Scaptotrigona barrocoloradensis	(Schwarz, 1951)	CO	Barrio El Nogal, Calle 17N - Carrera 11	Quindío	PRESENT		bc709e2f-6eb4-4cbe-a295-e12eed0679f2	4.555294	-75.654469	501.0		1550.0	0.0			2015-06-14	14	6	2015	1345668	1345668	PRESERVED_SPECIMEN	Universidad del Quindío (UniQuindío)	CIUQ	8939		VásquezLenis		CC_BY_4_0		E Vásquez-Lenis			2025-11-10T13:29:40.697Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY
1570698523	f3053f73-094c-4db7-9273-58978ecf5d77	UQUINDÍO:CIUQ:8937	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona barrocoloradensis		SPECIES	Scaptotrigona barrocoloradensis (Schwarz, 1951)	Scaptotrigona barrocoloradensis	(Schwarz, 1951)	CO	Universidad del Quindío, Jardín Botánico	Quindío	PRESENT		bc709e2f-6eb4-4cbe-a295-e12eed0679f2	4.554175	-75.660556	544.0		1550.0	0.0			2015-06-04	4	6	2015	1345668	1345668	PRESERVED_SPECIMEN	Universidad del Quindío (UniQuindío)	CIUQ	8937		VásquezLenis		CC_BY_4_0		E Vásquez-Lenis			2025-11-10T13:29:40.700Z		COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY
1502559715	aae308f4-9f9c-4cdd-b4ef-c026f48be551	b6c7e397-88c5-46be-99e4-160c963d8b1d	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona tatacoensis		SPECIES	Scaptotrigona tatacoensis Engel, 2022	Scaptotrigona Scaptotrigona tatacoensis		CO	Villavieja, Desierto de la Tatacoa	Huila	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	3.216667	-75.166667							2006-01-04	4	1	2006	12195639	12195639	PRESERVED_SPECIMEN	KU	SEMC	1516837		Engel, Michael	2022-01-01T00:00:00	CC_BY_4_0		Florez, J	Paratype		2026-01-16T06:02:45.391Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1502559712	aae308f4-9f9c-4cdd-b4ef-c026f48be551	b654b480-5975-4ccd-8d7e-1ad8c423d29f	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona tatacoensis		SPECIES	Scaptotrigona tatacoensis Engel, 2022	Scaptotrigona Scaptotrigona tatacoensis		CO	Villavieja, Desierto de la Tatacoa	Huila	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	3.216667	-75.166667							2006-01-04	4	1	2006	12195639	12195639	PRESERVED_SPECIMEN	KU	SEMC	1516842		Engel, Michael	2022-01-01T00:00:00	CC_BY_4_0		Florez, J	Paratype		2026-01-16T06:02:43.194Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1502559711	aae308f4-9f9c-4cdd-b4ef-c026f48be551	4c256903-c984-43dd-890e-748ac3e21942	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona tatacoensis		SPECIES	Scaptotrigona tatacoensis Engel, 2022	Scaptotrigona Scaptotrigona tatacoensis		CO	Villavieja, Desierto de la Tatacoa	Huila	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	3.216667	-75.166667							2006-01-04	4	1	2006	12195639	12195639	PRESERVED_SPECIMEN	KU	SEMC	1516840		Engel, Michael	2022-01-01T00:00:00	CC_BY_4_0		Florez, J	Paratype		2026-01-16T06:02:40.366Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1502559699	aae308f4-9f9c-4cdd-b4ef-c026f48be551	0db65526-2da3-4e29-90e0-bc048dba7e65	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona tatacoensis		SPECIES	Scaptotrigona tatacoensis Engel, 2022	Scaptotrigona Scaptotrigona tatacoensis		CO	Villavieja, Desierto de la Tatacoa	Huila	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	3.216667	-75.166667							2006-01-04	4	1	2006	12195639	12195639	PRESERVED_SPECIMEN	KU	SEMC	1516836		Engel, Michael	2022-01-01T00:00:00	CC_BY_4_0		Florez, J	Holotype		2026-01-16T06:02:50.592Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
1502559694	aae308f4-9f9c-4cdd-b4ef-c026f48be551	f80f5161-397f-45ea-bf09-51d7fa61ca05	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Scaptotrigona	Scaptotrigona tatacoensis		SPECIES	Scaptotrigona tatacoensis Engel, 2022	Scaptotrigona Scaptotrigona tatacoensis		CO	Villavieja, Desierto de la Tatacoa	Huila	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	3.216667	-75.166667							2006-01-04	4	1	2006	12195639	12195639	PRESERVED_SPECIMEN	KU	SEMC	1516838		Engel, Michael	2022-01-01T00:00:00	CC_BY_4_0		Florez, J	Paratype		2026-01-16T06:02:48.367Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
